Formula,identifier,MG?
B20Co68Ti12,AM,TRUE
B20Co72Ti8,AM,TRUE
B20Co76Ti4,AM,TRUE
B20Co80Ti0,AM,TRUE
B22Co62Ti16,AM,TRUE
B22Co66Ti12,AM,TRUE
B22Co70Ti8,AM,TRUE
B22Co74Ti4,AM,TRUE
B24Co64Ti12,AM,TRUE
B24Co68Ti8,AM,TRUE
B24Co72Ti4,AM,TRUE
B12Co68Ti20,AM,TRUE
B12.75Co72.25Ti15,AM,TRUE
B13.5Co76.5Ti10,AM,TRUE
B11.25Co63.75V25,AM,TRUE
B12Co68V20,AM,TRUE
B12.75Co72.25V15,AM,TRUE
B13.5Co76.5V10,AM,TRUE
B14.25Co80.75V5,AM,TRUE
B40Co40Y20,AM,TRUE
B0Co90Zr10,AM,TRUE
B2Co88Zr10,AM,TRUE
B5Co85Zr10,AM,TRUE
B0Co90Zr10,AM,TRUE
B2Co82Zr16,AM,TRUE
B4Co86Zr10,AM,TRUE
B7Co77Zr16,AM,TRUE
B10Co74Zr16,AM,TRUE
B10Co80Zr10,AM,TRUE
B13Co71Zr16,AM,TRUE
B16Co68Zr16,AM,TRUE
B16Co74Zr10,AM,TRUE
B20Co70Zr10,AM,TRUE
B25Co65Zr10,AM,TRUE
B2Co82Zr16,CR,FALSE
B0Co91Zr9,AM,TRUE
B2Co91Zr7,AM,TRUE
B20Cr5Fe75,AM,TRUE
B20Cr10Fe70,AM,TRUE
B15Cr0Fe85,AM,TRUE
B15Cr2.5Fe82.5,AM,TRUE
B15Cr4Fe81,AM,TRUE
B15Cr7Fe78,AM,TRUE
B15Cr9Fe76,AM,TRUE
B15Cr10Fe75,AM,TRUE
B15Cr12Fe73,AM,TRUE
B20Cr0Fe80,AM,TRUE
B20Cr8Fe72,AM,TRUE
B20Cr10Fe70,AM,TRUE
B20Cr20Fe60,AM,TRUE
B20Cr25Fe55,AM,TRUE
B20Cr30Fe50,AM,TRUE
B20Cr35Fe45,AM,TRUE
B20Cr40Fe40,AM,TRUE
B20Cr0Fe80,AM,TRUE
B20Cr5Fe75,AM,TRUE
B15Cr11Fe74,AM,TRUE
B15Cr25Fe60,AM,TRUE
B20Cr5Fe75,AM,TRUE
B20Cr10Fe70,AM,TRUE
B9Cr0Fe91,AM,TRUE
B9Cr85Fe6,AM,TRUE
B17Cr2.5Fe80.5,AM,TRUE
B25Cr0Fe75,AM,TRUE
B25Cr70Fe5,AM,TRUE
B2Cr8Fe90,AM,TRUE
B2Cr10Fe88,AM,TRUE
B4Cr8Fe88,AM,TRUE
B4Cr10Fe86,AM,TRUE
B6Cr8Fe86,AM,TRUE
B6Cr10Fe84,AM,TRUE
B8Cr8Fe84,AM,TRUE
B8Cr10Fe82,AM,TRUE
B10Cr24Fe66,AM,TRUE
B10Cr26Fe64,AM,TRUE
B12Cr5Fe83,AM,TRUE
B12Cr10Fe78,AM,TRUE
B12Cr14Fe74,AM,TRUE
B12Cr15Fe73,AM,TRUE
B12Cr18Fe70,AM,TRUE
B12Cr20Fe68,AM,TRUE
B12Cr22Fe66,AM,TRUE
B12Cr24Fe64,AM,TRUE
B14Cr5Fe81,AM,TRUE
B14Cr10Fe76,AM,TRUE
B14Cr14Fe72,AM,TRUE
B14Cr15Fe71,AM,TRUE
B14Cr20Fe66,AM,TRUE
B14Cr24Fe62,AM,TRUE
B16Cr5Fe79,AM,TRUE
B16Cr10Fe74,AM,TRUE
B16Cr14Fe70,AM,TRUE
B16Cr20Fe64,AM,TRUE
B18Cr5Fe77,AM,TRUE
B18Cr10Fe72,AM,TRUE
B18Cr14Fe68,AM,TRUE
B18Cr20Fe62,AM,TRUE
B20Cr5Fe75,AM,TRUE
B20Cr10Fe70,AM,TRUE
B20Cr20Fe60,AM,TRUE
B8Cr18Fe74,AC,FALSE
B8Cr20Fe72,AC,FALSE
B8Cr22Fe70,AC,FALSE
B8Cr24Fe68,AC,FALSE
B8Cr26Fe66,AC,FALSE
B10Cr5Fe85,AC,FALSE
B10Cr8Fe82,AC,FALSE
B10Cr10Fe80,AC,FALSE
B10Cr12Fe78,AC,FALSE
B10Cr14Fe76,AC,FALSE
B10Cr15Fe75,AC,FALSE
B10Cr18Fe72,AC,FALSE
B10Cr20Fe70,AC,FALSE
B10Cr22Fe68,AC,FALSE
B2Cr12Fe86,CR,FALSE
B2Cr14Fe84,CR,FALSE
B2Cr16Fe82,CR,FALSE
B2Cr20Fe78,CR,FALSE
B4Cr5Fe91,CR,FALSE
B4Cr12Fe84,CR,FALSE
B4Cr14Fe82,CR,FALSE
B4Cr15Fe81,CR,FALSE
B4Cr16Fe80,CR,FALSE
B4Cr20Fe76,CR,FALSE
B6Cr5Fe89,CR,FALSE
B6Cr12Fe82,CR,FALSE
B6Cr14Fe80,CR,FALSE
B6Cr15Fe79,CR,FALSE
B6Cr16Fe78,CR,FALSE
B6Cr18Fe76,CR,FALSE
B6Cr20Fe74,CR,FALSE
B6Cr22Fe72,CR,FALSE
B6Cr24Fe70,CR,FALSE
B6Cr26Fe68,CR,FALSE
B8Cr5Fe87,CR,FALSE
B8Cr12Fe80,CR,FALSE
B8Cr14Fe78,CR,FALSE
B8Cr15Fe77,CR,FALSE
B8Cr16Fe76,CR,FALSE
B19Cr0Fe81,AM,TRUE
B20Cr5Fe75,AM,TRUE
B15Cr5Fe80,AM,TRUE
B15Cr10Fe75,AM,TRUE
B15Cr15Fe70,AM,TRUE
B15Cr20Fe65,AM,TRUE
B15Cr25Fe60,AM,TRUE
B15Cr30Fe55,AM,TRUE
B20Cr1Fe79,AM,TRUE
B20Cr2.5Fe77.5,AM,TRUE
B20Cr4Fe76,AM,TRUE
B20Cr8Fe72,AM,TRUE
B18Cr5Fe77,AM,TRUE
B19Cr0Fe81,AM,TRUE
B14.4Cr6.6Fe79,AM,TRUE
B11Cr27Fe62,AM,TRUE
B12Cr26Fe62,AM,TRUE
B14Cr26Fe60,AM,TRUE
B17.5Cr25Fe57.5,AM,TRUE
B19.5Cr24.5Fe56,AM,TRUE
B21Cr24Fe55,AM,TRUE
B20Cr4Fe76,AM,TRUE
B20Cr6Fe74,AM,TRUE
B20Cr8Fe72,AM,TRUE
B20Cr10Fe70,AM,TRUE
B20Cr15Fe65,AM,TRUE
B14Cr0Fe86,AM,TRUE
B14Cr7Fe79,AM,TRUE
B15Cr7Fe78,AM,TRUE
B16Cr7Fe77,AM,TRUE
B20Cr10Ni70,AM,TRUE
B20Cr20Ni60,AM,TRUE
B20Cr25Ni55,AM,TRUE
B20Cr30Ni50,AM,TRUE
B13Cu0Fe87,AM,TRUE
B13Cu0.5Fe86.5,AM,TRUE
B14Cu0Fe86,AM,TRUE
B14Cu0.5Fe85.5,AM,TRUE
B16Cu0Fe84,AM,TRUE
B16Cu0.5Fe83.5,AM,TRUE
B18Cu0Fe82,AM,TRUE
B18Cu0.5Fe81.5,AM,TRUE
B20Cu0Fe80,AM,TRUE
B20Cu0.5Fe79.5,AM,TRUE
B14Cu1Fe85,AC,FALSE
B14Cu3Fe83,AC,FALSE
B14Cu5Fe81,AC,FALSE
B14Cu10Fe76,AC,FALSE
B16Cu1Fe83,AC,FALSE
B16Cu3Fe81,AC,FALSE
B16Cu5Fe79,AC,FALSE
B16Cu10Fe74,AC,FALSE
B16Cu15Fe69,AC,FALSE
B18Cu1Fe81,AC,FALSE
B18Cu5Fe77,AC,FALSE
B18Cu10Fe72,AC,FALSE
B18Cu15Fe67,AC,FALSE
B18Cu20Fe62,AC,FALSE
B20Cu1Fe79,AC,FALSE
B20Cu5Fe75,AC,FALSE
B20Cu10Fe70,AC,FALSE
B4Cu1Fe95,CR,FALSE
B4Cu5Fe91,CR,FALSE
B4Cu10Fe86,CR,FALSE
B6Cu1Fe93,CR,FALSE
B6Cu3Fe91,CR,FALSE
B6Cu5Fe89,CR,FALSE
B6Cu10Fe84,CR,FALSE
B6Cu15Fe79,CR,FALSE
B8Cu1Fe91,CR,FALSE
B8Cu3Fe89,CR,FALSE
B8Cu5Fe87,CR,FALSE
B8Cu10Fe82,CR,FALSE
B8Cu15Fe77,CR,FALSE
B10Cu1Fe89,CR,FALSE
B10Cu3Fe87,CR,FALSE
B10Cu5Fe85,CR,FALSE
B10Cu10Fe80,CR,FALSE
B10Cu15Fe75,CR,FALSE
B12Cu1Fe87,CR,FALSE
B12Cu3Fe85,CR,FALSE
B12Cu5Fe83,CR,FALSE
B12Cu10Fe78,CR,FALSE
B12Cu15Fe73,CR,FALSE
B12Cu20Fe68,CR,FALSE
B14Cu15Fe71,CR,FALSE
B14Cu20Fe66,CR,FALSE
B16Cu20Fe64,CR,FALSE
B17Cu1.5Fe81.5,AM,TRUE
B19Cu0Fe81,AM,TRUE
B17Cu3Ni80,AM,TRUE
B1Cu30Zr69,AM,TRUE
B1Cu40Zr59,AM,TRUE
B1Cu50Zr49,AM,TRUE
B1Cu60Zr39,AM,TRUE
B1Cu70Zr29,AM,TRUE
B2.5Cu20Zr77.5,AM,TRUE
B2.5Cu25Zr72.5,AM,TRUE
B2.5Cu30Zr67.5,AM,TRUE
B2.5Cu35Zr62.5,AM,TRUE
B2.5Cu40Zr57.5,AM,TRUE
B2.5Cu45Zr52.5,AM,TRUE
B2.5Cu50Zr47.5,AM,TRUE
B2.5Cu55Zr42.5,AM,TRUE
B2.5Cu60Zr37.5,AM,TRUE
B2.5Cu65Zr32.5,AM,TRUE
B2.5Cu70Zr27.5,AM,TRUE
B2.5Cu80Zr17.5,AM,TRUE
B5Cu15Zr80,AM,TRUE
B5Cu20Zr75,AM,TRUE
B5Cu25Zr70,AM,TRUE
B5Cu30Zr65,AM,TRUE
B5Cu35Zr60,AM,TRUE
B5Cu40Zr55,AM,TRUE
B5Cu45Zr50,AM,TRUE
B5Cu50Zr45,AM,TRUE
B5Cu55Zr40,AM,TRUE
B5Cu60Zr35,AM,TRUE
B5Cu65Zr30,AM,TRUE
B5Cu70Zr25,AM,TRUE
B7.5Cu25Zr67.5,AM,TRUE
B7.5Cu30Zr62.5,AM,TRUE
B7.5Cu35Zr57.5,AM,TRUE
B7.5Cu50Zr42.5,AM,TRUE
B7.5Cu55Zr37.5,AM,TRUE
B10Cu25Zr65,AM,TRUE
B10Cu30Zr60,AM,TRUE
B10Cu35Zr55,AM,TRUE
B1Cu75Zr24,AC,FALSE
B2.5Cu75Zr22.5,AC,FALSE
B7.5Cu15Zr77.5,AC,FALSE
B1Cu20Zr79,CR,FALSE
B17Fe73Ga10,AM,TRUE
B17Fe75Ga8,AM,TRUE
B17Fe77Ga6,AM,TRUE
B17Fe79Ga4,AM,TRUE
B17Fe81Ga2,AM,TRUE
B10Fe80Ge10,AM,TRUE
B12Fe80Ge8,AM,TRUE
B15Fe80Ge5,AM,TRUE
B18Fe80Ge2,AM,TRUE
B18Fe80Ge2,AM,TRUE
B19Fe81Ge0,AM,TRUE
B4Fe89Hf7,AM,TRUE
B2Fe91Hf7,AM,TRUE
B4Fe89Hf7,AM,TRUE
B6Fe87Hf7,AM,TRUE
B8Fe85Hf7,AM,TRUE
B12Fe81Hf7,AM,TRUE
B14Fe86Hf0,AM,TRUE
B16Fe77Hf7,AM,TRUE
B4Fe89Hf7,AM,TRUE
B16Fe76Ho8,AM,TRUE
B16Fe80Ho4,AM,TRUE
B16Fe82Ho2,AM,TRUE
B16Fe84Ho0,AM,TRUE
B16Fe81La3,AM,TRUE
B20Fe60Mn20,AM,TRUE
B20Fe62Mn18,AM,TRUE
B20Fe64Mn16,AM,TRUE
B20Fe66Mn14,AM,TRUE
B20Fe70Mn10,AM,TRUE
B20Fe72Mn8,AM,TRUE
B20Fe74Mn6,AM,TRUE
B20Fe76Mn4,AM,TRUE
B20Fe78Mn2,AM,TRUE
B20Fe80Mn0,AM,TRUE
B9Fe6Mn85,AM,TRUE
B9Fe91Mn0,AM,TRUE
B17Fe80.5Mn2.5,AM,TRUE
B25Fe5Mn70,AM,TRUE
B25Fe75Mn0,AM,TRUE
B14Fe20Mn66,AM,TRUE
B14Fe71Mn15,AM,TRUE
B14Fe76Mn10,AM,TRUE
B14Fe81Mn5,AM,TRUE
B14Fe83Mn3,AM,TRUE
B14Fe85Mn1,AM,TRUE
B16Fe74Mn10,AM,TRUE
B16Fe81Mn3,AM,TRUE
B16Fe83Mn1,AM,TRUE
B10Fe20Mn70,AC,FALSE
B10Fe75Mn15,AC,FALSE
B10Fe80Mn10,AC,FALSE
B10Fe85Mn5,AC,FALSE
B10Fe87Mn3,AC,FALSE
B10Fe89Mn1,AC,FALSE
B12Fe20Mn68,AC,FALSE
B12Fe73Mn15,AC,FALSE
B12Fe78Mn10,AC,FALSE
B12Fe83Mn5,AC,FALSE
B12Fe85Mn3,AC,FALSE
B12Fe87Mn1,AC,FALSE
B4Fe91Mn5,CR,FALSE
B4Fe93Mn3,CR,FALSE
B4Fe95Mn1,CR,FALSE
B6Fe79Mn15,CR,FALSE
B6Fe84Mn10,CR,FALSE
B6Fe89Mn5,CR,FALSE
B6Fe91Mn3,CR,FALSE
B6Fe93Mn1,CR,FALSE
B8Fe20Mn72,CR,FALSE
B8Fe77Mn15,CR,FALSE
B8Fe82Mn10,CR,FALSE
B8Fe87Mn5,CR,FALSE
B8Fe89Mn3,CR,FALSE
B8Fe91Mn1,CR,FALSE
B19Fe81Mn0,AM,TRUE
B20Fe75Mn5,AM,TRUE
B19Fe77Mn4,AM,TRUE
B19Fe81Mn0,AM,TRUE
B20Fe78Mo2,AM,TRUE
B20Fe78Mo2,AM,TRUE
B20Fe78Mo2,AM,TRUE
B20Fe72Mo8,AM,TRUE
B20Fe73Mo7,AM,TRUE
B20Fe74Mo6,AM,TRUE
B20Fe70Mo10,AM,TRUE
B20Fe73Mo7,AM,TRUE
B20Fe75Mo5,AM,TRUE
B20Fe76Mo4,AM,TRUE
B20Fe77Mo3,AM,TRUE
B20Fe78Mo2,AM,TRUE
B20Fe79Mo1,AM,TRUE
B20Fe80Mo0,AM,TRUE
B9Fe6Mo85,AM,TRUE
B9Fe91Mo0,AM,TRUE
B17Fe80.5Mo2.5,AM,TRUE
B25Fe5Mo70,AM,TRUE
B25Fe75Mo0,AM,TRUE
B10Fe70Mo20,AM,TRUE
B10Fe72Mo18,AM,TRUE
B10Fe75Mo15,AM,TRUE
B10Fe78Mo12,AM,TRUE
B10Fe80Mo10,AM,TRUE
B10Fe82Mo8,AM,TRUE
B12Fe68Mo20,AM,TRUE
B12Fe70Mo18,AM,TRUE
B12Fe73Mo15,AM,TRUE
B12Fe76Mo12,AM,TRUE
B12Fe78Mo10,AM,TRUE
B12Fe80Mo8,AM,TRUE
B12Fe83Mo5,AM,TRUE
B14Fe66Mo20,AM,TRUE
B14Fe71Mo15,AM,TRUE
B14Fe74Mo12,AM,TRUE
B14Fe76Mo10,AM,TRUE
B14Fe78Mo8,AM,TRUE
B14Fe81Mo5,AM,TRUE
B16Fe64Mo20,AM,TRUE
B16Fe69Mo15,AM,TRUE
B16Fe76Mo8,AM,TRUE
B16Fe79Mo5,AM,TRUE
B6Fe74Mo20,AC,FALSE
B6Fe76Mo18,AC,FALSE
B6Fe79Mo15,AC,FALSE
B6Fe82Mo12,AC,FALSE
B6Fe84Mo10,AC,FALSE
B7Fe85Mo8,AC,FALSE
B8Fe72Mo20,AC,FALSE
B8Fe74Mo18,AC,FALSE
B8Fe77Mo15,AC,FALSE
B8Fe80Mo12,AC,FALSE
B8Fe82Mo10,AC,FALSE
B8Fe87Mo5,AC,FALSE
B9Fe83Mo8,AC,FALSE
B10Fe85Mo5,AC,FALSE
B2Fe78Mo20,CR,FALSE
B2Fe80Mo18,CR,FALSE
B2Fe83Mo15,CR,FALSE
B2Fe86Mo12,CR,FALSE
B2Fe88Mo10,CR,FALSE
B2Fe90Mo8,CR,FALSE
B2Fe93Mo5,CR,FALSE
B4Fe76Mo20,CR,FALSE
B4Fe78Mo18,CR,FALSE
B4Fe81Mo15,CR,FALSE
B4Fe84Mo12,CR,FALSE
B4Fe86Mo10,CR,FALSE
B4Fe88Mo8,CR,FALSE
B4Fe91Mo5,CR,FALSE
B6Fe86Mo8,CR,FALSE
B6Fe89Mo5,CR,FALSE
B12Fe81Mo7,AM,TRUE
B14Fe86Mo0,AM,TRUE
B6Fe82Nb12,AM,TRUE
B8Fe77Nb15,AM,TRUE
B8Fe80Nb12,AM,TRUE
B10Fe75Nb15,AM,TRUE
B10Fe78Nb12,AM,TRUE
B10Fe85Nb5,AM,TRUE
B12Fe83Nb5,AM,TRUE
B5Fe80Nb15,AC,FALSE
B5Fe83Nb12,AC,FALSE
B6Fe79Nb15,AC,FALSE
B8Fe87Nb5,AC,FALSE
B3Fe85Nb12,CR,FALSE
B3Fe92Nb5,CR,FALSE
B6Fe89Nb5,CR,FALSE
B17Fe80Nb3,AM,TRUE
B17Fe83Nb0,AM,TRUE
B9Fe84Nb7,AM,TRUE
B9Fe84Nb7,AM,TRUE
B8Fe85Nb7,AM,TRUE
B10Fe83Nb7,AM,TRUE
B12Fe81Nb7,AM,TRUE
B14Fe86Nb0,AM,TRUE
B16Fe77Nb7,AM,TRUE
B17.5Fe61.875Nd20.625,AM,TRUE
B17.5Fe66Nd16.5,AM,TRUE
B17.5Fe70.125Nd12.375,AM,TRUE
B17.5Fe74.25Nd8.25,AM,TRUE
B17.5Fe78.375Nd4.125,AM,TRUE
B17.5Fe82.5Nd0,AM,TRUE
B8Fe77Nd15,AM,TRUE
B4.8Fe82.2Nd14,AM,TRUE
B6.1Fe82.1Nd11.8,AM,TRUE
B7.8Fe78.2Nd14,AM,TRUE
B19Fe77Nd4,AM,TRUE
B5Fe81Nd14,CR,FALSE
B6Fe78Nd16,CR,FALSE
B18.5Fe31.5Nd50,AM,TRUE
B18.5Fe51.5Nd30,AM,TRUE
B18.5Fe61.5Nd20,AM,TRUE
B18.5Fe69.5Nd12,AM,TRUE
B18.5Fe75.5Nd6,AM,TRUE
B18.5Fe78.5Nd3,AM,TRUE
B18.5Fe81.5Nd0,AM,TRUE
B8Fe77Nd15,AM,TRUE
B0Fe75Nd25,AM,TRUE
B0Fe79Nd21,AM,TRUE
B0Fe82Nd18,AM,TRUE
B0Fe85Nd15,AM,TRUE
B3Fe82Nd15,AM,TRUE
B6Fe82Nd12,AM,TRUE
B9Fe82Nd9,AM,TRUE
B12Fe82Nd6,AM,TRUE
B15Fe82Nd3,AM,TRUE
B18Fe82Nd0,AM,TRUE
B8Fe76Nd16,AM,TRUE
B8Fe79Nd13,AM,TRUE
B18.5Fe77Nd4.5,AM,TRUE
B8Fe77Nd15,AM,TRUE
B0Fe40Nd60,AM,TRUE
B0Fe50Nd50,AM,TRUE
B0Fe60Nd40,AM,TRUE
B0Fe67Nd33,AM,TRUE
B0Fe80Nd20,AM,TRUE
B0Fe89Nd11,AM,TRUE
B16Fe33.6Nd50.4,AM,TRUE
B16Fe42Nd42,AM,TRUE
B16Fe50.4Nd33.6,AM,TRUE
B16Fe56.3Nd27.7,AM,TRUE
B16Fe67.2Nd16.8,AM,TRUE
B16Fe74.8Nd9.2,AM,TRUE
B16Fe84Nd0,AM,TRUE
B7.5Fe77.5Nd15,AM,TRUE
B20Fe40Ni40,AM,TRUE
B20Fe80Ni0,AM,TRUE
B20Fe20Ni60,AM,TRUE
B20Fe30Ni50,AM,TRUE
B20Fe40Ni40,AM,TRUE
B20Fe50Ni30,AM,TRUE
B20Fe60Ni20,AM,TRUE
B20Fe70Ni10,AM,TRUE
B20Fe80Ni0,AM,TRUE
B0Fe50Ni50,AM,TRUE
B20Fe40Ni40,AM,TRUE
B16Fe42Ni42,AM,TRUE
B18Fe41Ni41,AM,TRUE
B20Fe40Ni40,AM,TRUE
B26Fe37Ni37,AM,TRUE
B30Fe35Ni35,AM,TRUE
B20Fe30Ni50,AM,TRUE
B20Fe40Ni40,AM,TRUE
B20Fe50Ni30,AM,TRUE
B20Fe60Ni20,AM,TRUE
B20Fe70Ni10,AM,TRUE
B20Fe80Ni0,AM,TRUE
B17Fe54Ni29,AM,TRUE
B17Fe66.4Ni16.6,AM,TRUE
B17Fe83Ni0,AM,TRUE
B20Fe40Ni40,AM,TRUE
B20Fe80Ni0,AM,TRUE
B16Fe84Ni0,AM,TRUE
B20Fe50Ni30,AM,TRUE
B17Fe23Ni60,AM,TRUE
B17Fe33Ni50,AM,TRUE
B17Fe43Ni40,AM,TRUE
B17Fe48Ni35,AM,TRUE
B17Fe53Ni30,AM,TRUE
B17Fe63Ni20,AM,TRUE
B17Fe73Ni10,AM,TRUE
B17Fe83Ni0,AM,TRUE
B16Fe25Ni59,AM,TRUE
B16Fe33.5Ni50.5,AM,TRUE
B16Fe42Ni42,AM,TRUE
B17Fe7Ni76,AM,TRUE
B17Fe21Ni62,AM,TRUE
B17Fe24Ni59,AM,TRUE
B17Fe32.5Ni50.5,AM,TRUE
B17Fe41Ni42,AM,TRUE
B17Fe50Ni33,AM,TRUE
B18Fe23Ni59,AM,TRUE
B18Fe31.5Ni50.5,AM,TRUE
B18Fe40Ni42,AM,TRUE
B19Fe22Ni59,AM,TRUE
B19Fe30.5Ni50.5,AM,TRUE
B19Fe39Ni42,AM,TRUE
B20Fe21Ni59,AM,TRUE
B20Fe29.5Ni50.5,AM,TRUE
B20Fe38Ni42,AM,TRUE
B9Fe6Ni85,AM,TRUE
B9Fe91Ni0,AM,TRUE
B17Fe80.5Ni2.5,AM,TRUE
B20Fe40Ni40,AM,TRUE
B25Fe5Ni70,AM,TRUE
B25Fe75Ni0,AM,TRUE
B16Fe42Ni42,AM,TRUE
B20Fe30Ni50,AM,TRUE
B20Fe40Ni40,AM,TRUE
B22Fe39Ni39,AM,TRUE
B25Fe65Ni10,AM,TRUE
B16Fe42Ni42,AM,TRUE
B22Fe39Ni39,AM,TRUE
B27Fe36.5Ni36.5,AM,TRUE
B10Fe80Ni10,AM,TRUE
B10Fe85Ni5,AM,TRUE
B12Fe68Ni20,AM,TRUE
B12Fe73Ni15,AM,TRUE
B12Fe78Ni10,AM,TRUE
B14Fe61Ni25,AM,TRUE
B14Fe66Ni20,AM,TRUE
B14Fe71Ni15,AM,TRUE
B14Fe76Ni10,AM,TRUE
B14Fe81Ni5,AM,TRUE
B14Fe83Ni3,AM,TRUE
B14Fe85Ni1,AM,TRUE
B16Fe59Ni25,AM,TRUE
B16Fe64Ni20,AM,TRUE
B16Fe69Ni15,AM,TRUE
B16Fe74Ni10,AM,TRUE
B16Fe79Ni5,AM,TRUE
B16Fe81Ni3,AM,TRUE
B16Fe83Ni1,AM,TRUE
B18Fe57Ni25,AM,TRUE
B18Fe62Ni20,AM,TRUE
B18Fe67Ni15,AM,TRUE
B18Fe72Ni10,AM,TRUE
B18Fe77Ni5,AM,TRUE
B10Fe89Ni1,AC,FALSE
B12Fe83Ni5,AC,FALSE
B12Fe85Ni3,AC,FALSE
B12Fe87Ni1,AC,FALSE
B2Fe73Ni25,CR,FALSE
B2Fe78Ni20,CR,FALSE
B2Fe83Ni15,CR,FALSE
B2Fe88Ni10,CR,FALSE
B4Fe71Ni25,CR,FALSE
B4Fe76Ni20,CR,FALSE
B4Fe81Ni15,CR,FALSE
B4Fe86Ni10,CR,FALSE
B4Fe91Ni5,CR,FALSE
B4Fe93Ni3,CR,FALSE
B4Fe95Ni1,CR,FALSE
B6Fe69Ni25,CR,FALSE
B6Fe74Ni20,CR,FALSE
B6Fe79Ni15,CR,FALSE
B6Fe84Ni10,CR,FALSE
B6Fe89Ni5,CR,FALSE
B6Fe93Ni1,CR,FALSE
B8Fe67Ni25,CR,FALSE
B8Fe72Ni20,CR,FALSE
B8Fe77Ni15,CR,FALSE
B8Fe82Ni10,CR,FALSE
B8Fe87Ni5,CR,FALSE
B8Fe89Ni3,CR,FALSE
B8Fe91Ni1,CR,FALSE
B10Fe65Ni25,CR,FALSE
B10Fe70Ni20,CR,FALSE
B10Fe75Ni15,CR,FALSE
B12Fe63Ni25,CR,FALSE
B19Fe81Ni0,AM,TRUE
B20Fe75Ni5,AM,TRUE
B20Fe35Ni45,AM,TRUE
B14Fe43Ni43,AM,TRUE
B23Fe12.3Ni64.7,AM,TRUE
B23Fe38.5Ni38.5,AM,TRUE
B23Fe46.2Ni30.8,AM,TRUE
B23Fe60.1Ni16.9,AM,TRUE
B16Fe42Ni42,AM,TRUE
B16.5Fe21Ni62.5,AM,TRUE
B16.5Fe61.5Ni22,AM,TRUE
B17.5Fe21Ni61.5,AM,TRUE
B17.5Fe41.5Ni41,AM,TRUE
B19Fe20.5Ni60.5,AM,TRUE
B19Fe61Ni20,AM,TRUE
B19.5Fe40.5Ni40,AM,TRUE
B20.5Fe59.5Ni20,AM,TRUE
B21.5Fe58.5Ni20,AM,TRUE
B22Fe19.5Ni58.5,AM,TRUE
B22Fe39Ni39,AM,TRUE
B24Fe38Ni38,AM,TRUE
B24Fe57Ni19,AM,TRUE
B25Fe56Ni19,AM,TRUE
B26Fe37Ni37,AM,TRUE
B27Fe18.5Ni54.5,AM,TRUE
B27Fe54.5Ni18.5,AM,TRUE
B28.5Fe53.5Ni18,AM,TRUE
B29Fe18Ni53,AM,TRUE
B19Fe76Ni5,AM,TRUE
B19Fe81Ni0,AM,TRUE
B20Fe15Ni65,AM,TRUE
B20Fe20Ni60,AM,TRUE
B20Fe40Ni40,AM,TRUE
B17Fe80Ni3,AM,TRUE
B17Fe83Ni0,AM,TRUE
B24Fe66Ni10,AM,TRUE
B7Fe80P13,AM,TRUE
B0Fe80P20,AM,TRUE
B2.3Fe83P14.7,AM,TRUE
B3Fe79P18,AM,TRUE
B5Fe83P12,AM,TRUE
B6Fe79P15,AM,TRUE
B6Fe80P14,AM,TRUE
B6Fe81P13,AM,TRUE
B6Fe82P12,AM,TRUE
B6Fe83P11,AM,TRUE
B7Fe79P14,AM,TRUE
B7Fe80P13,AM,TRUE
B7Fe81P12,AM,TRUE
B7Fe82P11,AM,TRUE
B7Fe83P10,AM,TRUE
B8Fe79P13,AM,TRUE
B8Fe80P12,AM,TRUE
B8Fe81P11,AM,TRUE
B8Fe82P10,AM,TRUE
B8Fe83P9,AM,TRUE
B9Fe78P13,AM,TRUE
B9Fe79P12,AM,TRUE
B9Fe80P11,AM,TRUE
B9Fe81P10,AM,TRUE
B9Fe82P9,AM,TRUE
B10Fe79P11,AM,TRUE
B10Fe80P10,AM,TRUE
B10Fe81P9,AM,TRUE
B10Fe83P7,AM,TRUE
B11Fe79P10,AM,TRUE
B11Fe80P9,AM,TRUE
B12Fe79P9,AM,TRUE
B12Fe80P8,AM,TRUE
B12Fe81P7,AM,TRUE
B12Fe82P6,AM,TRUE
B12Fe83P5,AM,TRUE
B13Fe77P10,AM,TRUE
B13Fe79P8,AM,TRUE
B13Fe80P7,AM,TRUE
B14Fe79P7,AM,TRUE
B14Fe81P5,AM,TRUE
B14Fe83P3,AM,TRUE
B15Fe77P8,AM,TRUE
B15Fe79P6,AM,TRUE
B15Fe80P5,AM,TRUE
B16Fe79P5,AM,TRUE
B16Fe81P3,AM,TRUE
B17Fe77P6,AM,TRUE
B17Fe79P4,AM,TRUE
B20Fe76P4,AM,TRUE
B20Fe80P0,AM,TRUE
B21Fe75P4,AM,TRUE
B3Fe83P14,CR,FALSE
B4Fe84P12,CR,FALSE
B5Fe84P11,CR,FALSE
B6Fe84P10,CR,FALSE
B7Fe84P9,CR,FALSE
B11Fe75P14,CR,FALSE
B11Fe85P4,CR,FALSE
B17Fe80P3,CR,FALSE
B18Fe79P3,CR,FALSE
B18Fe80P2,CR,FALSE
B18Fe82P0,CR,FALSE
B19Fe75P6,CR,FALSE
B19Fe77P4,CR,FALSE
B19Fe81P0,CR,FALSE
B21Fe79P0,CR,FALSE
B4Fe80P16,AM,TRUE
B6Fe80P14,AM,TRUE
B7Fe80P13,AM,TRUE
